Date,Speed,Voltage,PWM,Current,Power,Battery level,Total mileage,Temperature,Pitch,Roll
24.11.2021 12:26:58.978,10.17,53.99,19.10,-3.45,186.27,73,2563.563,23.0,0.27,0.00
24.11.2021 12:26:59.187,10.17,53.49,16.74,-1.48,186.27,73,2563.564,23.0,0.27,0.00
24.11.2021 12:26:59.457,8.83,53.49,16.74,-1.48,79.17,73,2563.564,23.0,0.27,0.00
24.11.2021 12:26:59.727,8.83,53.49,16.74,-1.48,79.17,73,2563.564,23.0,0.00,0.00
24.11.2021 12:27:00.028,9.11,53.06,17.41,0.70,79.17,73,2563.566,23.0,0.00,0.00
24.11.2021 12:27:00.239,9.11,53.06,17.41,0.70,37.14,73,2563.566,23.0,0.00,0.00
24.11.2021 12:27:00.449,9.11,53.06,17.41,0.70,37.14,73,2563.566,23.0,0.00,0.00
24.11.2021 12:27:00.689,9.11,53.16,13.50,2.27,120.67,73,2563.568,23.0,0.00,0.00
24.11.2021 12:27:00.959,7.08,53.16,13.50,2.27,120.67,73,2563.568,23.0,0.00,0.00
24.11.2021 12:27:01.259,7.08,53.16,13.50,2.27,120.67,73,2563.568,23.0,0.00,0.00
24.11.2021 12:27:01.468,8.56,52.69,16.47,8.40,442.60,73,2563.569,23.0,0.00,0.00
24.11.2021 12:27:01.709,8.56,52.69,16.47,8.40,442.60,73,2563.569,23.0,0.00,0.00
24.11.2021 12:27:01.948,8.56,52.69,16.47,8.40,442.60,73,2563.569,23.0,0.00,0.00
24.11.2021 12:27:02.158,8.56,52.69,16.47,8.40,442.60,73,2563.569,23.0,0.00,0.00
24.11.2021 12:27:02.367,13.21,52.63,25.45,19.50,1026.29,73,2563.572,23.0,0.00,0.00
24.11.2021 12:27:02.606,13.21,52.63,25.45,19.50,1026.29,73,2563.572,23.0,0.00,0.00
24.11.2021 12:27:02.879,13.21,52.63,25.45,19.50,1026.29,73,2563.572,23.0,0.00,0.00
24.11.2021 12:27:03.088,15.88,52.63,30.59,19.50,1026.29,73,2563.574,23.0,0.00,0.00
24.11.2021 12:27:03.298,15.88,52.63,30.59,18.64,981.02,73,2563.574,23.0,0.00,0.00
24.11.2021 12:27:03.508,15.88,52.63,30.59,18.64,981.02,73,2563.574,23.0,0.00,0.00
24.11.2021 12:27:03.808,16.89,52.63,32.53,18.64,981.02,73,2563.578,23.0,0.00,0.00
24.11.2021 12:27:04.109,16.89,52.63,32.53,11.84,623.14,73,2563.578,23.0,0.00,0.00
24.11.2021 12:27:04.319,16.89,52.63,32.53,11.84,623.14,73,2563.578,23.0,0.00,0.00
24.11.2021 12:27:04.618,19.22,52.63,37.02,19.36,1018.92,73,2563.581,23.0,0.00,0.00
24.11.2021 12:27:04.828,19.22,52.63,37.02,19.36,1018.92,73,2563.581,23.0,0.00,0.00
24.11.2021 12:27:05.068,19.22,52.63,37.02,19.36,1018.92,73,2563.581,23.0,0.00,0.00
24.11.2021 12:27:05.458,19.22,52.63,37.02,19.36,1018.92,73,2563.581,23.0,0.00,0.00
24.11.2021 12:27:05.668,19.22,52.63,37.02,19.36,1018.92,73,2563.581,23.0,0.00,0.00
24.11.2021 12:27:05.878,19.22,52.63,37.02,19.36,1018.92,73,2563.581,23.0,0.00,0.00
24.11.2021 12:27:06.149,19.22,52.63,37.02,19.36,1018.92,73,2563.581,23.0,0.00,0.00
24.11.2021 12:27:06.389,19.22,52.64,35.26,19.36,1018.92,73,2563.590,23.0,0.00,0.00
24.11.2021 12:27:06.628,18.31,52.64,35.26,3.66,192.66,73,2563.590,23.0,0.00,0.00
24.11.2021 12:27:06.868,18.31,52.64,35.26,3.66,192.66,73,2563.590,23.0,0.00,0.00
24.11.2021 12:27:07.107,18.65,52.24,36.19,8.97,468.59,73,2563.594,23.0,0.00,0.00
24.11.2021 12:27:07.467,18.65,52.24,36.19,8.97,468.59,73,2563.594,23.0,0.00,0.00
24.11.2021 12:27:07.737,18.65,52.24,36.19,8.97,468.59,73,2563.594,23.0,0.00,0.00
24.11.2021 12:27:07.977,18.65,52.69,35.83,8.97,468.59,73,2563.598,23.0,0.00,0.00
24.11.2021 12:27:08.187,18.62,52.69,35.83,8.18,431.00,73,2563.598,23.0,0.00,0.00
24.11.2021 12:27:08.547,18.62,52.69,35.83,8.18,431.00,73,2563.598,23.0,0.00,0.00
24.11.2021 12:27:08.757,19.47,52.48,37.61,8.18,431.00,73,2563.602,23.0,0.00,0.00
24.11.2021 12:27:08.967,19.47,52.48,37.61,7.25,380.48,73,2563.602,23.0,0.00,0.00
24.11.2021 12:27:09.268,19.47,52.48,37.61,7.25,380.48,73,2563.602,23.0,0.00,0.00
24.11.2021 12:27:09.506,19.47,53.75,33.42,7.25,380.48,73,2563.605,23.0,0.00,0.00
24.11.2021 12:27:09.746,17.72,53.75,33.42,-0.35,18.81,73,2563.605,23.0,0.00,0.00
24.11.2021 12:27:09.956,17.72,53.75,33.42,-0.35,18.81,73,2563.605,23.0,0.22,0.00
24.11.2021 12:27:10.167,17.72,53.75,33.42,-0.35,18.81,73,2563.605,23.0,0.22,0.00
24.11.2021 12:27:10.406,17.72,54.23,26.66,-0.35,293.93,73,2563.609,23.0,0.22,0.00
24.11.2021 12:27:10.618,14.26,54.23,26.66,-5.42,293.93,73,2563.609,23.0,0.22,0.00
24.11.2021 12:27:10.839,14.26,54.23,26.66,-5.42,293.93,73,2563.609,23.0,0.18,0.00
24.11.2021 12:27:11.099,14.26,52.86,24.32,1.81,293.93,72,2563.612,23.0,0.18,0.00
24.11.2021 12:27:11.428,12.68,52.86,24.32,1.81,95.68,72,2563.612,23.0,0.18,0.00
24.11.2021 12:27:11.668,12.68,52.86,24.32,1.81,95.68,72,2563.612,23.0,0.00,0.00
24.11.2021 12:27:11.967,14.42,52.58,27.80,7.17,377.00,72,2563.614,23.0,0.00,0.00
24.11.2021 12:27:12.268,14.42,52.58,27.80,7.17,377.00,72,2563.614,23.0,0.00,0.00
24.11.2021 12:27:12.568,14.42,52.58,27.80,7.17,377.00,72,2563.614,23.0,0.00,0.00
24.11.2021 12:27:12.778,16.65,52.58,32.10,13.00,683.54,72,2563.618,23.0,0.00,0.00
24.11.2021 12:27:12.988,16.65,52.58,32.10,13.00,683.54,72,2563.618,23.0,0.00,0.00
24.11.2021 12:27:13.228,16.65,52.58,32.10,13.00,683.54,72,2563.618,23.0,0.00,0.00
24.11.2021 12:27:13.437,16.98,52.96,32.50,13.00,683.54,72,2563.621,23.0,0.00,0.00
24.11.2021 12:27:13.677,16.98,52.96,32.50,2.27,120.22,72,2563.621,23.0,0.00,0.00
24.11.2021 12:27:13.948,16.98,52.96,32.50,2.27,120.22,72,2563.621,23.0,0.00,0.00
24.11.2021 12:27:14.218,17.97,52.50,34.70,6.52,342.30,72,2563.625,23.0,0.00,0.00
24.11.2021 12:27:14.428,17.97,52.50,34.70,6.52,342.30,72,2563.625,23.0,0.00,0.00
24.11.2021 12:27:14.698,17.97,52.50,34.70,6.52,342.30,72,2563.625,23.0,0.00,0.00
24.11.2021 12:27:14.907,17.97,52.50,34.70,6.52,342.30,72,2563.625,23.0,0.00,0.00
24.11.2021 12:27:15.118,18.64,53.41,35.38,6.52,342.30,72,2563.629,23.0,0.00,0.00
24.11.2021 12:27:15.418,18.64,53.41,35.38,2.68,143.14,72,2563.629,23.0,0.00,0.00
24.11.2021 12:27:15.688,18.64,53.41,35.38,2.68,143.14,72,2563.629,23.0,0.00,0.00
24.11.2021 12:27:15.928,18.64,53.22,35.36,2.92,155.40,72,2563.632,23.0,0.00,0.00
24.11.2021 12:27:16.228,18.56,53.22,35.36,2.92,155.40,72,2563.632,23.0,0.02,0.00
24.11.2021 12:27:16.439,18.56,53.22,35.36,2.92,155.40,72,2563.632,23.0,0.02,0.00
24.11.2021 12:27:16.798,18.69,53.54,35.39,2.92,155.40,72,2563.636,23.0,0.02,0.00
24.11.2021 12:27:17.041,18.69,53.54,35.39,0.78,41.76,72,2563.636,23.0,0.00,0.00
24.11.2021 12:27:17.278,18.69,53.54,35.39,0.78,41.76,72,2563.636,23.0,0.00,0.00
24.11.2021 12:27:17.518,18.69,53.85,33.89,0.78,126.55,72,2563.640,23.0,0.00,0.00
24.11.2021 12:27:17.759,18.00,53.85,33.89,-2.35,126.55,72,2563.640,23.0,0.00,0.00
24.11.2021 12:27:17.968,18.00,53.85,33.89,-2.35,126.55,72,2563.640,23.0,0.00,0.00
24.11.2021 12:27:18.298,18.09,53.49,34.29,0.53,126.55,72,2563.644,23.0,0.00,0.00
24.11.2021 12:27:18.604,18.09,53.49,34.29,0.53,28.35,72,2563.644,23.0,0.00,0.00
24.11.2021 12:27:18.873,18.09,53.49,34.29,0.53,28.35,72,2563.644,23.0,0.00,0.00
24.11.2021 12:27:19.384,18.09,53.49,34.29,0.53,28.35,72,2563.644,23.0,0.00,0.00
24.11.2021 12:27:19.648,18.09,53.49,34.29,0.53,28.35,72,2563.644,23.0,0.01,0.00
24.11.2021 12:27:20.103,18.09,53.29,33.01,2.76,147.08,72,2563.651,23.0,0.01,0.00
24.11.2021 12:27:20.344,17.35,53.29,33.01,2.76,147.08,72,2563.651,23.0,0.00,0.00
24.11.2021 12:27:20.553,18.07,53.40,34.31,2.94,157.00,72,2563.655,23.0,0.00,0.00
24.11.2021 12:27:20.793,18.07,53.40,34.31,2.94,157.00,72,2563.655,23.0,0.00,0.00
24.11.2021 12:27:21.094,18.07,53.40,34.31,2.94,157.00,72,2563.655,23.0,0.00,0.00
24.11.2021 12:27:21.453,18.40,53.36,34.96,2.94,157.00,72,2563.659,23.0,0.00,0.00
24.11.2021 12:27:21.783,18.40,53.36,34.96,0.82,43.76,72,2563.659,23.0,0.00,0.00
24.11.2021 12:27:22.084,18.40,53.36,34.96,0.82,43.76,72,2563.659,23.0,0.00,0.00
24.11.2021 12:27:22.294,18.40,53.36,34.96,0.82,43.76,72,2563.659,23.0,0.00,0.00
24.11.2021 12:27:22.624,18.40,53.36,34.96,0.82,43.76,72,2563.659,23.0,0.00,0.00
24.11.2021 12:27:22.833,18.40,53.36,34.96,0.82,43.76,72,2563.659,23.0,0.01,0.00
24.11.2021 12:27:23.105,19.54,53.20,37.24,3.41,181.41,72,2563.667,23.0,0.01,0.00
24.11.2021 12:27:23.346,19.54,53.20,37.24,3.41,181.41,72,2563.667,23.0,0.01,0.00
24.11.2021 12:27:23.733,19.54,53.20,37.24,3.41,181.41,72,2563.667,23.0,0.00,0.00
24.11.2021 12:27:23.944,19.54,53.03,36.59,3.41,181.41,72,2563.671,23.0,0.00,0.00
24.11.2021 12:27:24.245,19.14,53.03,36.59,1.16,61.51,72,2563.671,23.0,0.00,0.00
24.11.2021 12:27:24.484,19.14,53.03,36.59,1.16,61.51,72,2563.671,23.0,0.00,0.00
24.11.2021 12:27:24.786,19.14,53.87,34.55,1.16,61.51,72,2563.675,23.0,0.00,0.00
24.11.2021 12:27:25.055,18.36,53.87,34.55,-0.61,32.86,72,2563.675,23.0,0.00,0.00
24.11.2021 12:27:25.353,18.36,53.87,34.55,-0.61,32.86,72,2563.675,23.0,0.00,0.00
24.11.2021 12:27:25.594,18.36,53.43,33.47,0.44,32.86,72,2563.679,23.0,0.00,0.00
24.11.2021 12:27:25.836,17.64,53.43,33.47,0.44,23.51,72,2563.679,23.0,0.00,0.00
24.11.2021 12:27:26.104,17.64,53.43,33.47,0.44,23.51,72,2563.679,23.0,0.36,0.00
24.11.2021 12:27:26.343,17.64,54.17,29.76,0.44,195.55,72,2563.682,23.0,0.36,0.00
24.11.2021 12:27:26.553,15.90,54.17,29.76,-3.61,195.55,72,2563.682,23.0,0.36,0.00
24.11.2021 12:27:26.796,15.90,54.17,29.76,-3.61,195.55,72,2563.682,23.0,0.36,0.00
24.11.2021 12:27:27.094,15.90,54.27,25.27,-3.61,269.18,72,2563.685,23.0,0.36,0.00
24.11.2021 12:27:27.394,13.53,54.27,25.27,-4.96,269.18,72,2563.685,23.0,0.36,0.00
24.11.2021 12:27:27.605,13.53,54.27,25.27,-4.96,269.18,72,2563.685,23.0,0.42,0.00
24.11.2021 12:27:27.875,13.53,53.89,20.56,-2.95,269.18,72,2563.688,23.0,0.42,0.00
24.11.2021 12:27:28.084,10.93,53.89,20.56,-2.95,158.98,72,2563.688,23.0,0.42,0.00
24.11.2021 12:27:28.293,10.93,53.89,20.56,-2.95,158.98,72,2563.688,23.0,0.00,0.00
24.11.2021 12:27:28.625,12.94,52.60,24.94,6.50,341.90,72,2563.690,23.0,0.00,0.00
24.11.2021 12:27:28.863,12.94,52.60,24.94,6.50,341.90,72,2563.690,23.0,0.00,0.00
24.11.2021 12:27:29.074,12.94,52.60,24.94,6.50,341.90,72,2563.690,23.0,0.00,0.00
24.11.2021 12:27:29.284,12.94,52.60,24.94,6.50,341.90,72,2563.690,23.0,0.00,0.00
24.11.2021 12:27:29.493,13.03,53.91,24.50,6.50,341.90,72,2563.693,23.0,0.00,0.00
24.11.2021 12:27:29.795,13.03,53.91,24.50,4.07,219.41,72,2563.693,23.0,0.00,0.00
24.11.2021 12:27:30.064,13.03,53.91,24.50,4.07,219.41,72,2563.693,23.0,0.00,0.00
24.11.2021 12:27:30.306,13.37,53.43,25.37,4.07,219.41,72,2563.696,23.0,0.00,0.00
24.11.2021 12:27:30.605,13.37,53.43,25.37,3.23,172.58,72,2563.696,23.0,0.00,0.00
24.11.2021 12:27:30.844,13.37,53.43,25.37,3.23,172.58,72,2563.696,23.0,0.00,0.00
24.11.2021 12:27:31.086,13.40,53.29,25.49,3.23,172.58,72,2563.699,23.0,0.00,0.00
24.11.2021 12:27:31.443,13.40,53.29,25.49,1.83,97.52,72,2563.699,23.0,0.00,0.00
24.11.2021 12:27:31.683,13.40,53.29,25.49,1.83,97.52,72,2563.699,23.0,0.00,0.00
24.11.2021 12:27:31.953,13.45,53.43,25.52,1.83,97.52,72,2563.701,23.0,0.00,0.00
24.11.2021 12:27:32.253,13.45,53.43,25.52,1.22,65.18,72,2563.701,23.0,0.00,0.00
24.11.2021 12:27:32.493,13.45,53.43,25.52,1.22,65.18,72,2563.701,23.0,0.00,0.00
24.11.2021 12:27:32.704,13.99,53.17,26.67,2.52,133.99,72,2563.704,23.0,0.00,0.00
24.11.2021 12:27:32.973,13.99,53.17,26.67,2.52,133.99,72,2563.704,23.0,0.00,0.00
24.11.2021 12:27:33.303,13.99,53.17,26.67,2.52,133.99,72,2563.704,23.0,0.00,0.00
24.11.2021 12:27:33.543,14.75,53.19,28.11,2.69,143.08,72,2563.707,23.0,0.00,0.00
24.11.2021 12:27:33.783,14.75,53.19,28.11,2.69,143.08,72,2563.707,23.0,0.00,0.00
24.11.2021 12:27:34.053,14.75,53.19,28.11,2.69,143.08,72,2563.707,23.0,0.00,0.00
24.11.2021 12:27:34.323,14.75,53.32,27.46,2.69,143.08,72,2563.710,23.0,0.00,0.00
24.11.2021 12:27:34.623,14.44,53.32,27.46,1.53,81.58,72,2563.710,23.0,0.00,0.00
24.11.2021 12:27:34.863,14.44,53.32,27.46,1.53,81.58,72,2563.710,23.0,0.00,0.00
24.11.2021 12:27:35.133,14.44,53.71,26.22,1.53,105.27,72,2563.713,23.0,0.00,0.00
24.11.2021 12:27:35.373,13.89,53.71,26.22,-1.96,105.27,72,2563.713,23.0,0.00,0.00
24.11.2021 12:27:35.584,13.89,53.71,26.22,-1.96,105.27,72,2563.713,23.0,0.08,0.00
24.11.2021 12:27:35.793,13.89,53.77,22.79,-1.96,123.67,72,2563.715,23.0,0.08,0.00
24.11.2021 12:27:36.033,12.09,53.77,22.79,-2.30,123.67,72,2563.715,23.0,0.08,0.00
24.11.2021 12:27:36.369,12.09,53.77,22.79,-2.30,123.67,72,2563.715,23.0,0.37,0.00
24.11.2021 12:27:36.670,12.09,53.77,22.79,-2.30,123.67,72,2563.715,23.0,0.37,0.00
24.11.2021 12:27:36.874,12.09,53.95,16.71,-2.30,172.10,72,2563.718,23.0,0.37,0.00
24.11.2021 12:27:37.117,8.89,53.95,16.71,-3.19,172.10,72,2563.718,23.0,0.00,0.00
24.11.2021 12:27:37.358,8.89,53.95,16.71,-3.19,172.10,72,2563.718,23.0,0.00,0.00
24.11.2021 12:27:37.565,9.41,53.37,17.87,2.86,172.10,72,2563.720,23.0,0.00,0.00
24.11.2021 12:27:37.805,9.41,53.37,17.87,2.86,152.64,72,2563.720,23.0,0.00,0.00
24.11.2021 12:27:38.044,9.41,53.37,17.87,2.86,152.64,72,2563.720,23.0,0.00,0.00
24.11.2021 12:27:38.393,9.41,54.19,11.54,2.86,152.64,72,2563.721,23.0,0.00,0.00
24.11.2021 12:27:38.728,6.17,54.19,11.54,-2.44,132.22,72,2563.721,23.0,0.00,0.00
24.11.2021 12:27:38.976,6.17,54.19,11.54,-2.44,132.22,72,2563.721,23.0,0.00,0.00
24.11.2021 12:27:39.187,6.19,53.46,11.74,0.80,132.22,72,2563.722,23.0,0.00,0.00
24.11.2021 12:27:39.404,6.19,53.46,11.74,0.80,42.77,72,2563.722,23.0,0.00,0.00
24.11.2021 12:27:39.666,6.19,53.46,11.74,0.80,42.77,72,2563.722,23.0,0.00,0.00
24.11.2021 12:27:40.026,6.19,53.50,11.22,0.80,42.77,72,2563.724,23.0,0.00,0.00
24.11.2021 12:27:40.264,5.92,53.50,11.22,0.10,5.35,72,2563.724,23.0,0.00,0.00
24.11.2021 12:27:40.474,5.92,53.50,11.22,0.10,5.35,72,2563.724,23.0,0.00,0.00
24.11.2021 12:27:40.775,6.71,53.11,12.81,2.73,144.99,72,2563.725,23.0,0.00,0.00
24.11.2021 12:27:41.104,6.71,53.11,12.81,2.73,144.99,72,2563.725,23.0,0.00,0.00
24.11.2021 12:27:41.311,6.71,53.11,12.81,2.73,144.99,72,2563.725,23.0,0.00,0.00
24.11.2021 12:27:41.584,7.21,53.19,13.74,2.73,144.99,72,2563.726,23.0,0.00,0.00
24.11.2021 12:27:41.884,7.21,53.19,13.74,1.42,75.53,72,2563.726,23.0,0.00,0.00
24.11.2021 12:27:42.121,7.21,53.19,13.74,1.42,75.53,72,2563.726,23.0,0.00,0.00
24.11.2021 12:27:42.394,7.21,53.64,12.06,1.42,75.53,72,2563.727,23.0,0.00,0.00
24.11.2021 12:27:42.634,6.38,53.64,12.06,0.23,12.34,72,2563.727,23.0,0.00,0.00
24.11.2021 12:27:42.876,6.38,53.64,12.06,0.23,12.34,72,2563.727,23.0,0.00,0.00
24.11.2021 12:27:43.090,6.64,53.24,12.64,1.59,84.65,72,2563.729,23.0,0.00,0.00
24.11.2021 12:27:43.391,6.64,53.24,12.64,1.59,84.65,72,2563.729,23.0,0.00,0.00
24.11.2021 12:27:43.686,6.64,53.24,12.64,1.59,84.65,72,2563.729,23.0,0.00,0.00
24.11.2021 12:27:43.895,6.64,53.26,12.37,1.65,87.88,72,2563.730,23.0,0.00,0.00
24.11.2021 12:27:44.164,6.50,53.26,12.37,1.65,87.88,72,2563.730,23.0,0.00,0.00
24.11.2021 12:27:44.375,6.50,53.26,12.37,1.65,87.88,72,2563.730,23.0,0.00,0.00
24.11.2021 12:27:44.710,6.57,53.21,12.52,2.23,118.66,72,2563.731,23.0,0.00,0.00
24.11.2021 12:27:44.976,6.57,53.21,12.52,2.23,118.66,72,2563.731,23.0,0.00,0.00
24.11.2021 12:27:45.214,6.57,53.21,12.52,2.23,118.66,72,2563.731,23.0,0.00,0.00
24.11.2021 12:27:45.493,7.01,53.10,13.38,3.60,191.16,72,2563.732,23.0,0.00,0.00
24.11.2021 12:27:45.743,7.01,53.10,13.38,3.60,191.16,72,2563.732,23.0,0.00,0.00
24.11.2021 12:27:46.025,7.01,53.10,13.38,3.60,191.16,72,2563.732,23.0,0.00,0.00
24.11.2021 12:27:46.301,7.01,53.15,13.31,3.60,191.16,72,2563.734,23.0,0.00,0.00
24.11.2021 12:27:46.504,6.98,53.15,13.31,2.99,158.92,72,2563.734,23.0,0.00,0.00
24.11.2021 12:27:46.811,6.98,53.15,13.31,2.99,158.92,72,2563.734,23.0,0.00,0.00
24.11.2021 12:27:47.081,6.98,53.73,8.38,2.99,158.92,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:47.283,4.44,53.73,8.38,-0.97,52.12,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:47.619,4.44,53.73,8.38,-0.97,52.12,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:47.886,4.44,53.59,4.39,0.07,52.12,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:48.127,2.32,53.59,4.39,0.07,3.75,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:48.492,2.32,53.59,4.39,0.07,3.75,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:48.694,2.32,53.48,0.93,0.08,4.28,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:49.002,0.49,53.48,0.93,0.08,4.28,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:49.265,0.49,53.48,0.93,0.08,4.28,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:49.475,0.49,53.51,0.00,0.16,8.56,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:49.714,0.00,53.51,0.00,0.16,8.56,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:49.924,0.00,53.51,0.00,0.16,8.56,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:50.284,0.00,53.50,0.00,0.16,8.56,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:50.584,0.00,53.50,0.00,0.16,8.56,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:50.823,0.00,53.50,0.00,0.16,8.56,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:51.064,0.00,53.51,0.00,0.17,9.10,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:51.287,0.00,53.51,0.00,0.17,9.10,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:51.547,0.00,53.51,0.00,0.17,9.10,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:51.858,0.00,53.51,0.00,0.17,9.10,72,2563.735,23.0,0.00,0.00
24.11.2021 12:27:52.446,0.00,53.51,0.00,0.16,8.56,72,2563.735,23.0,0.00,0.00